CODE;COUNTRY;SUB-CHAPTER;TITLE;UNIT;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;
EU28.1.0.0.0.UIGT;European Union;01 Gross fixed capital formation, total economy and sectors;Gross fixed capital formation at current prices: total economy ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1542.650;1622.018;1693.886;1811.595;1940.154;2112.423;2159.286;2180.784;2201.961;2321.677;2464.451;2688.459;2924.354;2933.607;2525.090;2572.381;2663.223;2653.817;2611.593;2711.527;2872.586;2918.913;3032.182;3184.345                                                                                                                                                                                                                                                                                                                                                                                                               
EU15.1.0.0.0.UIGT;European Union (15 countries);01 Gross fixed capital formation, total economy and sectors;Gross fixed capital formation at current prices: total economy ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1445.456;1453.590;1376.432;1426.201;1477.961;1545.036;1604.564;1711.216;1838.950;1998.264;2036.307;2053.453;2073.378;2179.588;2294.590;2488.475;2669.437;2640.854;2301.941;2346.227;2423.475;2418.590;2380.052;2470.994;2613.338;2677.580;2771.915;2902.925                                                                                                                                                                                                                                                                                                                                                                        
EA19.1.0.0.0.UIGT;Euro area;01 Gross fixed capital formation, total economy and sectors;Gross fixed capital formation at current prices: total economy ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1145.821;1186.006;1238.940;1279.106;1305.214;1385.145;1487.524;1596.896;1640.341;1645.948;1687.513;1771.330;1865.152;2026.784;2179.088;2215.147;1961.113;1973.293;2036.467;1989.094;1946.824;1988.438;2066.027;2161.176;2255.830;2370.581                                                                                                                                                                                                                                                                                                                                                                                                        
EA12.1.0.0.0.UIGT;Euro area (12 countries);01 Gross fixed capital formation, total economy and sectors;Gross fixed capital formation at current prices: total economy ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1159.707;1192.412;1136.030;1174.891;1226.066;1263.521;1286.616;1364.269;1467.410;1575.446;1616.614;1620.838;1660.484;1740.893;1829.324;1983.223;2125.632;2159.214;1920.640;1933.648;1992.493;1945.967;1903.450;1945.199;2018.536;2115.745;2207.171;2318.610                                                                                                                                                                                                                                                                                                                                                                             
DU15.1.0.0.0.UIGT;EU15 (including D_W West-Germany);01 Gross fixed capital formation, total economy and sectors;Gross fixed capital formation at current prices: total economy ;Mrd ECU/EUR, Standard aggregation;71.913;81.970;90.216;99.149;113.133;121.575;131.234;138.532;151.189;170.022;198.528;220.914;245.037;284.717;325.100;347.638;389.535;429.234;467.498;536.936;614.793;655.811;692.015;722.728;774.865;833.329;876.561;945.836;1074.221;1218.518;1316.366;1363.429;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                            
DA12.1.0.0.0.UIGT;EA12 (including D_W West-Germany);01 Gross fixed capital formation, total economy and sectors;Gross fixed capital formation at current prices: total economy ;Mrd ECU/EUR, Standard aggregation;54.801;62.845;70.119;77.496;87.668;93.819;101.356;106.344;117.660;133.721;156.104;174.449;194.498;229.405;263.187;282.579;317.465;352.326;382.992;434.375;494.349;523.124;549.812;573.180;604.115;641.543;690.336;739.269;821.171;924.842;1021.782;1077.679;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                
BEL.1.0.0.0.UIGT;Belgium;01 Gross fixed capital formation, total economy and sectors;Gross fixed capital formation at current prices: total economy ;Mrd EURO-BEF;3.4690;3.9390;4.3395;4.5323;5.4890;5.9728;6.5789;7.0463;7.0727;7.7691;9.2141;9.7019;10.3403;11.7501;14.4504;16.0245;17.6855;19.0419;20.2262;20.9856;23.0504;20.9912;21.3843;20.8968;22.1503;24.1417;25.0594;26.6880;31.4941;37.0033;41.2029;40.3054;41.7690;41.5005;42.6709;45.1430;45.9930;49.6020;51.4380;54.3690;58.0750;59.5790;56.8340;57.7710;63.7820;69.0180;72.9940;80.0960;84.8900;78.7820;79.6650;85.6120;87.6740;86.9670;91.7600;94.3560;97.2080;100.3999;105.2054                                                                                                                                                                                                                                                                                               
BGR.1.0.0.0.UIGT;Bulgaria;01 Gross fixed capital formation, total economy and sectors;Gross fixed capital formation at current prices: total economy ;Mrd BGN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.00805;0.02056;0.02719;0.03231;0.06035;0.11204;0.09685;1.83688;3.83046;4.07082;4.70562;5.96987;6.46531;7.25619;8.63197;12.06705;14.70895;17.96183;24.02468;20.33055;16.60632;16.89583;17.44338;17.36490;17.65301;18.61228;17.66961;18.61819;19.52127                                                                                                                                                                                                                                                                                                                                                                                                                                 
CZE.1.0.0.0.UIGT;Czech Republic;01 Gross fixed capital formation, total economy and sectors;Gross fixed capital formation at current prices: total economy ;Mrd CZK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;178.283;204.360;264.731;325.966;397.075;528.544;616.646;625.789;652.785;659.288;727.964;783.332;784.188;807.645;860.928;921.819;982.951;1132.392;1165.332;1063.472;1066.005;1067.017;1051.943;1027.089;1084.075;1198.101;1158.195;1212.907;1281.685                                                                                                                                                                                                                                                                                                                                                                                                                             
DNK.1.0.0.0.UIGT;Denmark;01 Gross fixed capital formation, total economy and sectors;Gross fixed capital formation at current prices: total economy ;Mrd DKK;9.6701;11.5334;12.9464;13.1237;16.7079;18.4570;20.2420;22.4540;24.3690;29.2520;32.3140;34.9880;41.6840;47.7820;51.7040;51.9290;65.1930;70.0430;76.5630;82.6870;81.9880;75.9090;90.0140;100.5370;116.3680;137.2290;160.9460;167.4890;162.1420;170.6590;174.6750;174.3310;172.4640;167.6740;181.7820;201.8530;213.3060;238.5680;255.7720;259.7260;285.3870;292.1810;291.0650;297.3990;311.1800;335.8060;391.5080;408.8620;413.3280;347.3370;328.0250;335.3560;355.8380;367.6500;378.7890;389.9200;412.4550;433.5178;457.1364                                                                                                                                                                                                                                                       
