"","CODE","COUNTRY","SUB.CHAPTER","TITLE","UNIT","X1960","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X"
"1","EU28.1.0.0.0.OKND","European Union","01 Net capital stock at constant prices, total economy","Net capital stock at 2010 prices: total economy ","Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27993.22,28538.6,29099.93,29746.2,30444.97,31192.63,31898.56,32531.64,33149.36,33794.5,34480.93,35264.33,36150.51,36986.11,37441.13,37867.29,38311.77,38662.85,38948.4,39270.2,39628.19,40024.36,40473.65,"40987.79                                                                                                                                                                                                                                                                                                                                                                                                                                   ",NA
"2","EU15.1.0.0.0.OKND","European Union (15 countries)","01 Net capital stock at constant prices, total economy","Net capital stock at 2010 prices: total economy ","Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24604.48,25209.2,25681.23,26164.12,26671.23,27190.19,27715.43,28320.03,28979.71,29685.36,30351.85,30948.72,31527.6,32125.15,32750.82,33456.59,34230.91,34941.98,35323.23,35685.46,36059.36,36347.81,36578.32,36838.66,37124.84,37470.27,37860.63,"38306.09                                                                                                                                                                                                                                                                                                                                                                                            ",NA
"3","EA19.1.0.0.0.OKND","Euro area","01 Net capital stock at constant prices, total economy","Net capital stock at 2010 prices: total economy ","Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21704.47,22134.47,22579.23,23084.78,23646.35,24244.23,24818.25,25329.97,25830.44,26347.86,26883.94,27493.24,28160.45,28770.77,29100.48,29400.02,29707.33,29922.29,30073.53,30235.81,30413.47,30640.81,30914.65,"31245.40                                                                                                                                                                                                                                                                                                                                                                                                                                        ",NA
"4","EA12.1.0.0.0.OKND","Euro area (12 countries)","01 Net capital stock at constant prices, total economy","Net capital stock at 2010 prices: total economy ","Mrd ECU/EUR, Standard aggregation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19737.57,20258.87,20659.94,21066.93,21492.39,21916.43,22352.86,22848.2,23401.73,23992.79,24557.9,25060.63,25551.57,26057.56,26578.64,27168.46,27811.43,28399.77,28722.73,29017.32,29317.16,29527.59,29675.43,29835.59,30007.86,30232.73,30502.03,"30826.29                                                                                                                                                                                                                                                                                                                                                                                                 ",NA
"5","DU15.1.0.0.0.OKND","EU15 (including D_W West-Germany)","01 Net capital stock at constant prices, total economy","Net capital stock at 2010 prices: total economy ","Mrd ECU/EUR, Standard aggregation",8629.06,8969.54,9328.63,9700.38,10117.94,10543.74,10986.44,11440.5,11933.45,12471.28,13049.23,13644.84,14264.04,14917.69,15516.26,16024.07,16526.2,17022.88,17522.16,18048.22,18576.1,19029.08,19437.41,19827.2,20213.88,20615.51,21041.97,21515.98,22081.05,22722.91,23389.44,24004.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA                                                                                                                                                                                                                                                                                                                                                                    ",NA
"6","DA12.1.0.0.0.OKND","EA12 (including D_W West-Germany)","01 Net capital stock at constant prices, total economy","Net capital stock at 2010 prices: total economy ","Mrd ECU/EUR, Standard aggregation",6444.37,6728.43,7030.95,7343.48,7685.18,8031.93,8395.62,8762.13,9156.71,9595.21,10065.59,10552.53,11060.8,11600.59,12103.64,12536.61,12966.96,13397.74,13828.38,14275.5,14738.34,15145.74,15503.63,15835.96,16149.19,16467.35,16807.6,17174.68,17609.03,18098.68,18625.92,19137.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA                                                                                                                                                                                                                                                                                                                                                                          ",NA
"7","BEL.1.0.0.0.OKND","Belgium","01 Net capital stock at constant prices, total economy","Net capital stock at 2010 prices: total economy ","Mrd EURO-BEF",273.148,280.836,289.676,297.882,309.035,320.843,333.907,347.318,359.227,371.738,386.158,399.836,412.896,428.104,445.146,462.091,480.085,496.651,513.382,528.626,546.626,556.597,564.491,569.59,575.213,582.126,589.675,598.772,614.031,634.201,657.871,677.393,696.204,712.279,727.503,742.982,757.37,774.003,790.476,807.363,825.14,842.073,853.838,863.327,877.067,893.051,908.54,927.592,946.51,957.853,967.231,978.817,989.535,998.517,1011.229,1025.151,1039.501,1054.639,"1071.400                                                                                                                                                                                                                                                                                                    ",NA
"8","BGR.1.0.0.0.OKND","Bulgaria","01 Net capital stock at constant prices, total economy","Net capital stock at 2010 prices: total economy ","Mrd BGN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.7174,91.663,92.523,93.4775,93.321,94.5014,96.6877,98.5902,100.5697,103.5945,109.5173,117.1442,126.2176,140.4986,149.7747,154.9746,159.9698,165.544,171.2758,176.2997,181.7146,185.7642,190.2504,"195.0858                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ",NA
"9","CZE.1.0.0.0.OKND","Czech Republic","01 Net capital stock at constant prices, total economy","Net capital stock at 2010 prices: total economy ","Mrd CZK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7942.98,8252.09,8486.51,8689.75,8857.5,9056.42,9277.16,9489.31,9700.09,9927.9,10189.42,10474.75,10846.43,11201.78,11421.87,11638.16,11842.79,12013.55,12133.22,12274.67,12482.91,12632.59,12809.36,"13020.85                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ",NA
"10","DNK.1.0.0.0.OKND","Denmark","01 Net capital stock at constant prices, total economy","Net capital stock at 2010 prices: total economy ","Mrd DKK",1586.895,1624.374,1664.671,1699.101,1749.964,1801.672,1854.553,1912.212,1971.548,2045.365,2119.894,2191.887,2274.47,2364.331,2438.473,2494.545,2572.715,2646.085,2720.232,2791.911,2841.356,2860.932,2889.23,2920.165,2962.268,3022.586,3109.055,3193.341,3256.244,3315.059,3366.113,3403.567,3431.087,3445.006,3466.72,3504.826,3549.452,3609.46,3680.808,3744.21,3825.683,3897.075,3953.549,4005.621,4061.1,4133.459,4250.116,4361.856,4445.123,4479.127,4486.468,4497.502,4519.933,4552.212,4594.198,4643.266,4706.478,4779.292,"4861.881                                                                                                                                                                                                                                                   ",NA
"11","DEU.1.0.0.0.OKND","Germany","01 Net capital stock at constant prices, total economy","Net capital stock at 2010 prices: total economy ","Mrd EURO-DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5776.37,5947.33,6088.45,6237.02,6377.35,6506.25,6629.69,6760.4,6900.79,7039.35,7151.1,7223.2,7281.25,7333.42,7382.21,7457.76,7542.85,7624.65,7645.47,7687.2,7758.1,7818.22,7866.45,7926.63,7989.24,8056.85,8131.46,"8217.310                                                                                                                                                                                                                                                                                                                                                                                                                                        ",NA
"12","D_W.1.0.0.0.OKND","West Germany","01 Net capital stock at constant prices, total economy","Net capital stock at 2010 prices: total economy ","Mrd EURO-DEM",2017.957,2121.674,2227.217,2329.876,2446.046,2564.899,2679.867,2774.74,2871.242,2984.138,3113.2,3249.375,3385.118,3515.46,3617.128,3702.664,3792.174,3887.408,3988.716,4100.596,4213.063,4307.123,4383.408,4462.661,4537.381,4608.906,4684.082,4760.277,4844.156,4941.515,5055.21,5176.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA                                                                                                                                                                                                                                                                                                                                                                                                           ",NA
"13","EST.1.0.0.0.OKND","Estonia","01 Net capital stock at constant prices, total economy","Net capital stock at 2010 prices: total economy ","Mrd EURO-EEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.86676,16.62994,17.66642,19.02348,20.00544,21.16702,22.51658,24.31798,26.49312,28.68615,31.30889,34.75227,38.52917,41.32157,42.15217,42.88581,44.70998,46.94452,48.93304,50.43583,51.73968,52.85854,54.28483,"55.63574                                                                                                                                                                                                                                                                                                                                                                                                                                                                ",NA
"14","IRL.1.0.0.0.OKND","Ireland","01 Net capital stock at constant prices, total economy","Net capital stock at 2010 prices: total economy ","Mrd EURO-IEP",55.1134,57.0804,59.3843,62.0317,65.1079,68.5082,71.6001,74.8877,78.65,83.3777,87.959,93.0451,98.5843,105.3678,111.0275,116.4816,122.5069,128.674,135.9828,144.6963,152.368,161.0938,168.957,175.3202,181.4141,186.3909,190.9557,194.8217,198.5273,203.3797,209.3616,213.878,218.3241,221.8593,226.0959,231.6882,239.3111,249.1983,261.2523,275.6423,290.3185,305.8523,321.9289,339.3271,359.0716,382.6379,406.8407,430.3175,447.9182,458.2332,462.5686,467.1563,474.3986,478.725,487.0795,480.2448,493.4316,509.8694,"528.6647                                                                                                                                                                                                                                                           ",NA
"15","GRC.1.0.0.0.OKND","Greece","01 Net capital stock at constant prices, total economy","Net capital stock at 2010 prices: total economy ","Mrd EURO-GRD",118.1377,126.8988,136.0591,144.1074,154.255,166.2922,179.0156,191.0988,206.8398,225.7015,243.4706,263.1339,287.6483,314.9602,331.5143,348.297,366.4942,385.4357,406.9558,428.5983,446.5968,461.3039,474.5068,487.4054,496.8326,508.1346,519.7848,528.7673,539.4161,551.242,563.9636,577.2839,588.6727,598.7378,607.1107,615.4274,625.3588,635.3617,650.9362,667.9046,684.6686,702.0996,718.0279,739.0755,760.2404,774.1234,795.1892,822.6424,843.7435,855.4091,857.1942,851.8723,838.9758,825.8715,812.257,797.6155,782.6273,769.6472,"759.6659                                                                                                                                                                                                                                               ",NA
