CODE;COUNTRY;SUB-CHAPTER;TITLE;UNIT;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;
EU28.1.0.0.0.UCPH;European Union;01 Private final consumption expenditure;Private final consumption expenditure at current prices ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4208.146;4457.306;4726.568;4948.205;5213.948;5609.899;5833.102;6017.966;6104.020;6389.445;6682.784;7001.443;7341.778;7404.870;7071.866;7340.426;7524.504;7716.908;7739.973;7944.095;8283.385;8301.818;8539.323;8825.668                                                                                                                                                                                                                                                                                                                                                                                                                                         
EU15.1.0.0.0.UCPH;European Union (15 countries);01 Private final consumption expenditure;Private final consumption expenditure at current prices ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3553.550;3725.695;3753.049;3912.903;4033.013;4260.341;4506.776;4705.838;4966.527;5326.589;5512.861;5673.391;5762.395;6016.802;6253.638;6526.072;6796.756;6784.264;6519.094;6745.152;6902.691;7084.062;7104.500;7297.761;7617.078;7620.281;7810.146;8055.383                                                                                                                                                                                                                                                                                                                                                                                                  
EA19.1.0.0.0.UCPH;Euro area;01 Private final consumption expenditure;Private final consumption expenditure at current prices ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3005.306;3123.241;3251.992;3408.709;3474.249;3603.584;3777.391;3982.623;4155.985;4273.576;4415.701;4582.893;4765.158;4974.434;5185.096;5346.317;5251.524;5375.379;5496.698;5535.836;5560.834;5632.206;5743.264;5877.022;6055.042;6234.508                                                                                                                                                                                                                                                                                                                                                                                                                                  
EA12.1.0.0.0.UCPH;Euro area (12 countries);01 Private final consumption expenditure;Private final consumption expenditure at current prices ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2780.597;2947.386;2983.605;3097.969;3220.629;3373.484;3434.315;3560.269;3731.549;3931.443;4100.867;4214.111;4351.529;4511.869;4686.543;4885.172;5080.518;5228.965;5140.313;5262.628;5378.382;5413.378;5437.103;5505.666;5613.980;5743.036;5913.949;6086.073                                                                                                                                                                                                                                                                                                                                                                                                       
DU15.1.0.0.0.UCPH;EU15 (including D_W West-Germany);01 Private final consumption expenditure;Private final consumption expenditure at current prices ;Mrd ECU/EUR, Standard aggregation;194.821;210.333;229.649;252.037;273.329;297.080;320.652;342.371;367.506;404.393;448.672;497.479;553.779;634.307;737.839;844.167;963.385;1065.961;1161.032;1326.315;1507.437;1688.186;1846.723;1964.865;2121.755;2277.111;2392.638;2526.635;2742.447;3000.885;3205.332;3438.925;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                       
DA12.1.0.0.0.UCPH;EA12 (including D_W West-Germany);01 Private final consumption expenditure;Private final consumption expenditure at current prices ;Mrd ECU/EUR, Standard aggregation;133.074;145.622;160.856;178.519;194.425;212.565;230.521;247.761;272.840;302.542;337.555;375.148;420.994;494.340;577.642;663.357;764.821;851.539;925.521;1048.799;1172.569;1289.467;1418.819;1519.077;1638.849;1748.037;1869.998;1979.098;2101.819;2307.343;2493.777;2665.972;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                         
BEL.1.0.0.0.UCPH;Belgium;01 Private final consumption expenditure;Private final consumption expenditure at current prices ;Mrd EURO-BEF;9.0940;9.4702;9.9400;10.7741;11.5174;12.5860;13.4390;14.1895;15.3629;16.6419;17.8212;19.7148;21.9352;24.9088;28.5349;32.3412;36.2820;39.9733;42.7974;47.0351;51.0656;55.0764;60.4482;64.6240;68.4883;73.8270;76.1198;78.7270;82.2882;88.2580;93.5553;99.0927;102.8360;104.9828;109.9263;113.3840;116.6070;120.4910;125.2570;128.1480;136.1030;140.2910;142.7980;145.8000;151.6490;157.6610;164.9490;172.8660;181.3920;181.5460;189.6930;196.0690;201.1820;204.3940;207.2430;210.1540;214.8350;222.2872;228.3519                                                                                                                                                                                                                                                                                       
BGR.1.0.0.0.UCPH;Bulgaria;01 Private final consumption expenditure;Private final consumption expenditure at current prices ;Mrd BGN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.07499;0.13456;0.22433;0.39740;0.58756;1.32986;12.55458;15.40412;16.30925;18.46657;20.99998;22.97620;24.61104;27.83838;31.96460;35.45484;43.48423;47.75643;45.95336;47.70778;50.31720;53.67105;51.01116;52.39141;55.38602;56.31851;58.59102;60.77471                                                                                                                                                                                                                                                                                                                                                                                                                                                        
CZE.1.0.0.0.UCPH;Czech Republic;01 Private final consumption expenditure;Private final consumption expenditure at current prices ;Mrd CZK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;357.570;413.753;505.086;597.098;680.734;780.392;905.130;1012.131;1090.599;1147.868;1207.112;1284.892;1341.031;1406.227;1500.064;1566.462;1655.458;1775.163;1913.359;1917.902;1947.082;1978.727;1997.735;2025.032;2073.661;2139.711;2215.150;2324.113;2433.179                                                                                                                                                                                                                                                                                                                                                                                                                                             
DNK.1.0.0.0.UCPH;Denmark;01 Private final consumption expenditure;Private final consumption expenditure at current prices ;Mrd DKK;26.508;29.464;33.122;34.984;39.233;43.038;47.808;52.943;57.591;63.899;70.596;76.177;82.772;97.407;109.861;125.339;148.266;165.451;181.812;201.214;216.702;239.374;267.443;290.850;321.918;348.811;376.867;386.375;394.877;415.150;425.545;444.579;461.420;462.317;505.961;523.965;545.833;572.395;594.675;605.199;624.499;640.633;661.924;678.795;718.749;757.948;797.472;825.725;853.746;834.887;862.222;884.899;910.399;920.344;932.460;955.867;979.020;1009.593;1045.236                                                                                                                                                                                                                                                                                                                                
