CODE;COUNTRY;SUB-CHAPTER;TITLE;UNIT;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;
EU28.1.0.0.0.UVGN;European Union;01 Gross national income;Gross national income at current prices ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7329.08;7727.00;8172.91;8557.64;8975.51;9650.03;10029.91;10381.49;10559.45;11127.74;11635.61;12305.28;12996.52;13013.40;12304.78;12863.25;13245.52;13486.53;13593.22;14001.87;14669.79;14790.68;15194.55;15731.77                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
EU15.1.0.0.0.UVGN;European Union (15 countries);01 Gross national income;Gross national income at current prices ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6173.51;6433.75;6463.16;6764.51;7032.99;7400.57;7810.85;8158.27;8570.99;9188.10;9509.98;9826.51;10007.22;10529.33;10937.16;11526.72;12101.45;11985.01;11388.06;11885.45;12219.08;12444.97;12529.99;12910.56;13528.74;13625.79;13957.67;14426.91                                                                                                                                                                                                                                                                                                                                                                                                                                              
EA19.1.0.0.0.UVGN;Euro area;01 Gross national income;Gross national income at current prices ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5258.61;NA;5740.24;5994.49;6140.48;6371.98;6678.57;7031.49;7332.73;7562.84;7797.27;8175.23;8469.83;8942.37;9411.27;9602.17;9310.05;9588.33;9850.45;9892.05;9990.19;10177.89;10470.90;10761.39;11070.22;11428.28                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
EA12.1.0.0.0.UVGN;Euro area (12 countries);01 Gross national income;Gross national income at current prices ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4894.16;5154.78;5220.52;5426.70;5685.88;5934.46;6072.48;6297.66;6602.56;6946.49;7240.62;7462.96;7690.80;8059.12;8339.59;8794.91;9238.01;9404.47;9125.30;9401.86;9653.30;9687.79;9781.12;9962.08;10249.37;10533.01;10830.65;11175.71                                                                                                                                                                                                                                                                                                                                                                                                                                                               
DU15.1.0.0.0.UVGN;EU15 (including D_W West-Germany);01 Gross national income;Gross national income at current prices ;Mrd ECU/EUR, Standard aggregation;327.810;355.604;387.794;423.121;467.952;510.810;550.798;586.854;635.647;709.990;796.635;882.435;980.948;1134.331;1313.017;1478.939;1696.126;1873.207;2058.979;2335.545;2631.638;2902.226;3163.615;3378.912;3668.844;3935.774;4163.254;4391.450;4795.734;5243.119;5633.596;6003.766;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                                                   
DA12.1.0.0.0.UVGN;EA12 (including D_W West-Germany);01 Gross national income;Gross national income at current prices ;Mrd ECU/EUR, Standard aggregation;228.846;251.461;277.685;306.015;339.292;371.069;401.450;429.779;477.798;537.370;606.048;673.229;755.199;893.919;1042.265;1167.104;1350.025;1499.575;1647.327;1854.592;2050.254;2221.186;2436.606;2616.423;2839.680;3032.190;3283.837;3462.712;3720.534;4076.920;4436.364;4724.413;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                                                    
BEL.1.0.0.0.UVGN;Belgium;01 Gross national income;Gross national income at current prices ;Mrd EURO-BEF;15.2456;16.1755;17.2790;18.5594;20.7568;22.6757;24.3527;26.1095;27.9260;30.9634;34.4924;37.4651;41.6142;47.2863;55.0045;61.0628;69.4879;75.0102;80.3601;85.7928;92.2785;96.9859;104.4541;110.6042;119.7528;127.7406;133.8194;139.6416;149.3832;161.4927;171.4523;180.2992;189.2813;196.8646;209.0800;216.1426;220.8256;231.3185;240.0327;249.7596;264.7135;270.6121;279.6389;287.8495;302.6661;315.1345;331.0938;349.2354;362.3665;349.2109;376.6081;382.9290;396.9825;398.1865;402.9325;410.4996;421.2698;435.4105;450.2292                                                                                                                                                                                                                                                                                                          
BGR.1.0.0.0.UVGN;Bulgaria;01 Gross national income;Gross national income at current prices ;Mrd BGN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.96176;1.55808;18.17417;25.13165;24.48755;27.27350;30.82283;34.58663;36.94403;41.42407;46.60476;51.90263;59.26009;69.65187;71.61511;73.21400;78.22100;80.94100;80.35700;82.91000;86.79200;91.81713;94.43873;98.10422                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
CZE.1.0.0.0.UVGN;Czech Republic;01 Gross national income;Gross national income at current prices ;Mrd CZK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;985.849;1180.847;1365.204;1568.505;1788.500;1928.181;2113.869;2198.330;2329.103;2492.775;2581.697;2708.139;2916.858;3110.643;3294.322;3586.677;3754.794;3645.710;3656.258;3728.282;3808.342;3853.521;4022.278;4255.247;4435.630;4628.825;4836.153                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
DNK.1.0.0.0.UVGN;Denmark;01 Gross national income;Gross national income at current prices ;Mrd DKK;44.371;49.159;55.417;58.945;67.382;75.674;83.093;91.492;101.813;116.276;128.580;142.130;162.088;188.343;209.450;234.051;271.613;302.253;336.900;371.342;398.853;434.828;493.097;544.451;598.051;647.961;697.313;734.885;762.328;802.821;833.902;867.326;902.592;914.029;978.906;1025.910;1074.698;1130.688;1173.257;1231.172;1299.759;1352.382;1393.710;1427.896;1512.561;1598.768;1702.638;1747.575;1821.560;1739.327;1840.547;1885.799;1937.793;1990.777;2048.940;2095.106;2116.518;2188.132;2266.600                                                                                                                                                                                                                                                                                                                                    
